District,Soil_Type,Previous_Crop,Current_Crop,Stage,N,P,K,pH,Moisture,Target_Action,Situation
Mirpur Khas,Clay Loam,Onion,None,Empty Field,72.8,33.2,106.0,5.52,33.3,Guava,Pre-Sowing
Mirpur Khas,Loamy,None,Mango,Flowering,82.8,40.9,146.4,7.09,29.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,None,Dates,Maturity,80.8,45.6,86.4,7.65,6.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,Bajra,None,Empty Field,49.0,11.7,31.5,8.6,8.5,Desert grasses,Pre-Sowing
Mirpur Khas,Silt Loam,None,Tomato,Seedling,96.0,46.0,138.2,7.39,50.6,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Sandy Loam,None,Chilli,Maturity,89.3,61.2,157.8,7.02,51.9,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Silt Loam,None,Rice,Vegetative,141.7,55.4,110.0,5.96,80.4,Nutrients Optimal - No Action Needed,Growth
Umerkot,Clay,Jowar,None,Empty Field,27.0,53.2,48.4,7.56,30.6,Moth bean,Pre-Sowing
Umerkot,Loamy,None,Guar,Flowering,16.6,38.6,37.9,8.87,14.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Alluvial,Chilli,None,Empty Field,165.8,80.4,265.3,6.03,79.8,Banana,Pre-Sowing
Umerkot,Light Sandy,None,Onion,Vegetative,102.3,52.0,177.2,7.1,49.3,Nutrients Optimal - No Action Needed,Growth
Umerkot,Loamy,None,Bajra,Vegetative,43.2,14.4,25.1,8.09,12.9,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Clay,None,Bajra,Seedling,81.4,29.4,93.3,6.67,34.1,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,None,Wheat,Maturity,79.3,26.9,89.3,7.34,32.5,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,None,Banana,Vegetative,130.6,63.2,194.6,6.94,49.4,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,None,Onion,Flowering,35.7,31.8,106.1,7.06,19.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Sandy,Wheat,None,Empty Field,5.5,8.4,16.4,8.87,3.9,Desert grasses,Pre-Sowing
Mirpur Khas,Alluvial,Guava,None,Empty Field,126.8,44.8,128.2,5.81,92.1,Rice,Pre-Sowing
Tharparkar,Desert Sand,Bajra,None,Empty Field,11.2,23.2,24.2,8.27,8.5,Desert grasses,Pre-Sowing
Tharparkar,Sandy Loam,Desert grasses,None,Empty Field,40.1,22.2,40.9,9.17,4.8,Desert grasses,Pre-Sowing
Mirpur Khas,Loamy,Chilli,None,Empty Field,181.7,89.0,251.8,6.5,74.6,Banana,Pre-Sowing
Tharparkar,Sandy Loam,None,Desert grasses,Maturity,7.5,5.3,15.0,8.27,3.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,None,Cotton,Seedling,121.6,55.2,185.2,7.18,51.1,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,Dates,None,Empty Field,37.4,15.4,27.3,8.25,7.8,Desert grasses,Pre-Sowing
Tharparkar,Desert Sand,None,Jowar,Flowering,16.0,11.0,15.1,9.22,3.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Tharparkar,Sandy Loam,None,Desert grasses,Seedling,5.0,3.5,15.0,9.5,2.2,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Clay,Wheat,None,Empty Field,98.6,35.9,116.7,7.22,32.1,Wheat,Pre-Sowing
Tharparkar,Sandy Loam,None,Dates,Maturity,106.2,62.7,141.8,7.56,14.7,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy,None,Dates,Maturity,33.8,33.6,36.3,8.95,2.7,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Clay,None,Onion,Maturity,101.5,58.7,179.0,6.76,53.1,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,Dates,None,Empty Field,15.9,32.8,35.6,8.97,11.8,Desert grasses,Pre-Sowing
Tharparkar,Sandy Loam,None,Dates,Vegetative,27.7,28.8,48.1,8.53,3.3,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Sandy,None,Jowar,Flowering,72.1,27.0,49.3,7.07,12.1,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,Wheat,None,Empty Field,96.7,45.6,139.2,6.85,43.3,Wheat,Pre-Sowing
Umerkot,Light Sandy,Chilli,None,Empty Field,62.9,12.9,81.3,8.13,22.7,Guar,Pre-Sowing
Umerkot,Clay,Guar,None,Empty Field,30.0,56.7,64.7,8.11,26.3,Guar,Pre-Sowing
Umerkot,Clay,None,Wheat,Maturity,68.6,22.4,72.0,6.98,33.3,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Clay,None,Wheat,Maturity,44.9,14.0,53.2,7.95,22.3,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Desert Sand,None,Bajra,Seedling,49.5,12.8,37.9,8.43,7.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Sandy Loam,Onion,None,Empty Field,37.9,21.0,71.0,7.91,27.5,Guar,Pre-Sowing
Tharparkar,Desert Sand,Dates,None,Empty Field,27.3,39.2,34.5,8.38,12.8,Guar,Pre-Sowing
Mirpur Khas,Clay Loam,Onion,None,Empty Field,134.9,51.1,187.6,7.19,61.0,Cotton,Pre-Sowing
Mirpur Khas,Clay Loam,None,Banana,Flowering,150.8,60.7,167.1,6.68,63.7,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Clay Loam,None,Wheat,Seedling,74.7,34.1,92.3,7.63,33.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,None,Dates,Vegetative,60.5,38.8,74.5,8.77,5.9,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,None,Cotton,Vegetative,122.1,42.0,176.5,7.19,47.0,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,Cotton,None,Empty Field,161.1,52.7,141.9,6.81,50.3,Wheat,Pre-Sowing
Mirpur Khas,Loamy,None,Rice,Maturity,88.9,29.9,81.5,6.76,71.2,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,None,Guar,Flowering,25.1,28.8,52.7,8.23,16.8,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Clay Loam,Rice,None,Empty Field,111.4,47.9,118.4,6.7,39.1,Wheat,Pre-Sowing
Umerkot,Light Sandy,None,Wheat,Vegetative,101.8,40.3,108.1,7.43,38.2,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Silt Loam,None,Sugarcane,Maturity,203.8,74.0,265.9,7.46,76.0,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy Loam,Desert grasses,None,Empty Field,52.2,19.2,56.2,8.12,20.1,Bajra,Pre-Sowing
Tharparkar,Sandy,None,Moth bean,Vegetative,11.1,16.0,25.2,8.91,6.4,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,Jowar,None,Empty Field,106.9,32.6,115.9,7.55,39.2,Wheat,Pre-Sowing
Mirpur Khas,Silt Loam,Wheat,None,Empty Field,127.2,69.2,180.8,6.56,55.8,Onion,Pre-Sowing
Umerkot,Clay,Cotton,None,Empty Field,101.6,35.8,106.0,7.04,41.9,Wheat,Pre-Sowing
Umerkot,Clay,None,Guar,Vegetative,38.2,52.5,53.4,7.34,35.5,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy Loam,Desert grasses,None,Empty Field,5.1,13.9,15.0,9.06,6.1,Desert grasses,Pre-Sowing
Mirpur Khas,Loamy,Rice,None,Empty Field,93.3,40.0,136.5,7.09,45.6,Wheat,Pre-Sowing
Umerkot,Clay,Cotton,None,Empty Field,91.5,29.3,121.7,6.97,33.1,Sunflower,Pre-Sowing
Umerkot,Clay,Jowar,None,Empty Field,88.4,53.2,148.5,6.75,40.8,Chilli,Pre-Sowing
Tharparkar,Sandy Loam,Moth bean,None,Empty Field,41.8,13.6,46.9,8.39,12.8,Desert grasses,Pre-Sowing
Mirpur Khas,Clay Loam,None,Sugarcane,Vegetative,214.7,64.3,220.5,6.51,79.3,Nutrients Optimal - No Action Needed,Growth
Umerkot,Loamy,Sunflower,None,Empty Field,73.6,26.2,88.1,7.45,30.1,Bajra,Pre-Sowing
Mirpur Khas,Alluvial,Onion,None,Empty Field,77.2,29.0,108.0,6.91,34.8,Wheat,Pre-Sowing
Mirpur Khas,Alluvial,None,Sugarcane,Vegetative,76.5,18.7,85.5,8.21,30.8,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Tharparkar,Sandy Loam,Guar,None,Empty Field,12.7,19.7,23.0,8.91,12.2,Desert grasses,Pre-Sowing
Tharparkar,Desert Sand,None,Moth bean,Vegetative,23.4,32.3,45.2,7.97,20.0,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,Mango,None,Empty Field,36.4,18.6,58.5,7.44,12.8,Wheat,Pre-Sowing
Umerkot,Clay,None,Jowar,Seedling,61.3,22.1,51.7,6.99,19.2,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,None,Dates,Vegetative,36.1,17.0,31.2,8.7,4.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Loamy,Onion,None,Empty Field,99.4,45.8,147.0,7.09,46.0,Sunflower,Pre-Sowing
Mirpur Khas,Silt Loam,None,Guava,Seedling,82.0,36.0,103.0,5.93,31.2,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Clay Loam,None,Onion,Flowering,95.3,44.1,113.5,7.39,47.0,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Loamy,None,Wheat,Vegetative,117.4,43.7,124.3,7.3,48.1,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Loamy,Chilli,None,Empty Field,100.4,44.3,143.1,6.93,32.9,Wheat,Pre-Sowing
Mirpur Khas,Clay Loam,Onion,None,Empty Field,35.6,21.7,88.2,7.41,19.6,Wheat,Pre-Sowing
Umerkot,Clay,None,Chilli,Flowering,64.2,37.7,111.7,7.08,33.7,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy Loam,Dates,None,Empty Field,37.0,11.7,34.5,7.99,7.1,Moth bean,Pre-Sowing
Umerkot,Sandy Loam,None,Onion,Vegetative,78.0,37.5,122.4,7.45,36.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,None,Wheat,Seedling,39.5,13.3,51.9,8.26,22.4,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Mirpur Khas,Alluvial,None,Tomato,Vegetative,77.3,40.7,140.2,6.83,49.4,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Loamy,None,Mango,Flowering,79.4,43.6,132.3,6.8,31.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Clay Loam,None,Banana,Vegetative,191.2,86.4,277.4,6.2,84.9,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy,Dates,None,Empty Field,107.2,73.2,126.3,8.37,19.6,Dates,Pre-Sowing
Mirpur Khas,Alluvial,None,Wheat,Flowering,118.1,51.3,139.3,7.01,41.2,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Loamy,Sugarcane,None,Empty Field,112.7,57.4,173.1,6.67,35.2,Onion,Pre-Sowing
Umerkot,Light Sandy,None,Onion,Seedling,79.1,31.2,129.8,6.81,47.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Desert Sand,Moth bean,None,Empty Field,64.9,41.7,77.4,8.13,6.3,Bajra,Pre-Sowing
Tharparkar,Sandy Loam,None,Wheat,Seedling,86.6,29.1,96.5,7.92,30.2,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Silt Loam,Sugarcane,None,Empty Field,106.7,36.7,130.7,7.77,37.4,Wheat,Pre-Sowing
Umerkot,Sandy Loam,None,Jowar,Vegetative,60.7,24.1,41.0,6.51,16.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Desert Sand,Dates,None,Empty Field,66.4,18.3,50.7,7.76,16.2,Jowar,Pre-Sowing
Tharparkar,Sandy Loam,Desert grasses,None,Empty Field,17.6,11.4,32.3,9.0,15.6,Desert grasses,Pre-Sowing
Tharparkar,Desert Sand,None,Desert grasses,Vegetative,6.4,7.1,15.0,8.28,3.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,Chilli,None,Empty Field,70.5,18.6,71.5,6.75,16.2,Jowar,Pre-Sowing
Tharparkar,Sandy,None,Guar,Vegetative,8.6,21.8,25.2,7.99,9.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,None,Tomato,Vegetative,88.1,52.1,148.8,7.13,51.6,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Alluvial,None,Chilli,Maturity,46.6,31.4,43.0,7.53,15.8,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Tharparkar,Sandy,None,Wheat,Flowering,55.8,18.8,54.7,8.26,24.8,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Silt Loam,None,Onion,Maturity,122.6,53.4,169.7,6.32,54.4,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,None,Chilli,Maturity,59.1,41.2,102.4,7.8,40.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,None,Chilli,Seedling,49.9,18.4,85.5,7.26,26.7,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Desert Sand,None,Desert grasses,Vegetative,9.4,12.5,20.0,7.57,7.4,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Loamy,None,Mango,Flowering,74.2,32.7,131.1,6.61,25.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Clay Loam,None,Onion,Vegetative,125.7,63.9,195.1,6.59,60.7,Nutrients Optimal - No Action Needed,Growth
Umerkot,Clay,Jowar,None,Empty Field,79.7,23.5,83.2,7.09,26.0,Jowar,Pre-Sowing
Tharparkar,Sandy Loam,Guar,None,Empty Field,46.9,33.5,49.5,9.13,2.8,Guar,Pre-Sowing
Umerkot,Sandy Loam,None,Guar,Vegetative,15.4,39.5,41.2,7.89,13.7,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Mirpur Khas,Silt Loam,Chilli,None,Empty Field,109.9,38.3,134.2,5.93,53.8,Guava,Pre-Sowing
Tharparkar,Sandy,None,Wheat,Flowering,81.9,29.2,99.5,8.02,31.7,Nutrients Optimal - No Action Needed,Growth
Umerkot,Loamy,None,Guar,Maturity,39.0,61.9,68.2,7.22,22.7,Nutrients Optimal - No Action Needed,Growth
Umerkot,Clay,None,Guar,Maturity,15.2,30.1,37.9,8.56,14.6,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,Sunflower,None,Empty Field,34.6,47.5,58.0,7.96,28.5,Guar,Pre-Sowing
Tharparkar,Sandy Loam,Guar,None,Empty Field,5.0,3.2,15.0,9.5,2.2,Desert grasses,Pre-Sowing
Tharparkar,Desert Sand,Dates,None,Empty Field,59.3,32.4,72.1,7.8,14.8,Jowar,Pre-Sowing
Mirpur Khas,Alluvial,None,Banana,Vegetative,140.5,54.9,203.7,6.86,65.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Clay,None,Cotton,Seedling,98.4,25.1,144.1,7.15,34.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,Bajra,None,Empty Field,104.2,56.8,156.3,6.65,55.4,Onion,Pre-Sowing
Tharparkar,Sandy,Jowar,None,Empty Field,83.5,39.6,109.6,7.65,29.2,Wheat,Pre-Sowing
Tharparkar,Desert Sand,Moth bean,None,Empty Field,74.9,30.4,99.9,8.19,43.2,Bajra,Pre-Sowing
Tharparkar,Sandy Loam,Desert grasses,None,Empty Field,39.6,7.0,51.5,8.58,13.7,Desert grasses,Pre-Sowing
Tharparkar,Sandy,None,Moth bean,Maturity,12.1,24.6,44.2,8.7,18.0,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,Bajra,None,Empty Field,33.9,43.0,43.6,7.91,20.6,Guar,Pre-Sowing
Tharparkar,Desert Sand,None,Guar,Vegetative,27.1,45.0,45.4,7.54,21.0,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Desert Sand,Moth bean,None,Empty Field,5.6,9.8,15.0,9.12,5.0,Desert grasses,Pre-Sowing
Tharparkar,Sandy Loam,Wheat,None,Empty Field,91.8,73.2,129.1,8.26,17.0,Dates,Pre-Sowing
Umerkot,Clay,Moth bean,None,Empty Field,106.4,49.7,165.5,6.57,49.0,Onion,Pre-Sowing
Mirpur Khas,Clay Loam,None,Chilli,Vegetative,108.3,54.0,129.1,6.04,61.3,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,None,Moth bean,Maturity,16.0,25.0,28.2,8.1,12.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Sandy Loam,Chilli,None,Empty Field,34.3,39.4,55.3,8.01,29.1,Guar,Pre-Sowing
Umerkot,Clay,None,Chilli,Vegetative,57.4,32.2,100.0,7.39,32.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Light Sandy,Wheat,None,Empty Field,84.0,35.8,119.6,7.98,32.4,Bajra,Pre-Sowing
Tharparkar,Sandy Loam,None,Dates,Maturity,52.7,21.8,47.1,9.25,4.4,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Tharparkar,Sandy,None,Wheat,Seedling,61.0,16.6,55.5,8.41,22.1,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Light Sandy,Guar,None,Empty Field,10.2,27.3,17.2,9.18,9.2,Moth bean,Pre-Sowing
Mirpur Khas,Clay Loam,Guava,None,Empty Field,124.3,67.3,181.5,6.53,57.5,Tomato,Pre-Sowing
Tharparkar,Desert Sand,Dates,None,Empty Field,11.3,18.4,25.7,8.09,7.8,Desert grasses,Pre-Sowing
Mirpur Khas,Loamy,None,Guava,Seedling,100.3,53.3,150.5,5.89,50.1,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,None,Guava,Maturity,96.5,49.8,152.6,6.54,40.7,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy Loam,None,Jowar,Vegetative,17.8,6.2,15.0,8.88,4.9,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Loamy,None,Guava,Vegetative,54.1,16.3,60.9,7.28,20.0,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Umerkot,Sandy Loam,Cotton,None,Empty Field,60.1,17.1,108.3,8.01,17.2,Guar,Pre-Sowing
Tharparkar,Desert Sand,None,Moth bean,Vegetative,13.7,29.0,39.0,7.81,9.8,Nutrients Optimal - No Action Needed,Growth
Mirpur Khas,Alluvial,None,Banana,Vegetative,190.5,70.3,261.2,6.08,74.1,Nutrients Optimal - No Action Needed,Growth
Umerkot,Light Sandy,Jowar,None,Empty Field,102.5,60.3,150.8,6.98,54.4,Chilli,Pre-Sowing
Umerkot,Sandy Loam,None,Cotton,Vegetative,46.9,13.4,71.7,7.93,23.2,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Silt Loam,None,Wheat,Vegetative,70.8,26.0,88.5,6.59,37.9,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,Sunflower,None,Empty Field,97.7,42.3,90.8,7.88,41.5,Wheat,Pre-Sowing
Mirpur Khas,Alluvial,None,Chilli,Vegetative,88.8,36.8,117.3,7.34,46.4,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy Loam,None,Moth bean,Maturity,7.2,10.6,15.0,9.17,4.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Clay Loam,None,Rice,Flowering,79.1,31.8,81.6,6.83,65.3,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Umerkot,Loamy,Wheat,None,Empty Field,60.2,21.5,92.9,7.7,27.4,Guar,Pre-Sowing
Umerkot,Sandy Loam,Cotton,None,Empty Field,24.1,53.6,69.9,7.75,35.8,Guar,Pre-Sowing
Mirpur Khas,Clay Loam,None,Tomato,Flowering,45.1,16.5,86.3,7.32,17.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Silt Loam,None,Guava,Seedling,51.5,22.9,67.7,7.19,22.1,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Clay Loam,Banana,None,Empty Field,131.7,49.9,191.1,6.74,35.4,Onion,Pre-Sowing
Mirpur Khas,Alluvial,None,Rice,Maturity,54.0,26.1,48.5,6.88,40.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Mirpur Khas,Silt Loam,None,Rice,Vegetative,142.8,58.8,120.0,6.46,89.9,Nutrients Optimal - No Action Needed,Growth
Tharparkar,Sandy,None,Moth bean,Vegetative,9.9,14.9,21.9,8.62,7.7,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (Mild Deficiency),Growth
Tharparkar,Sandy Loam,Wheat,None,Empty Field,9.5,22.8,29.0,8.24,7.9,Desert grasses,Pre-Sowing
Umerkot,Sandy Loam,None,Moth bean,Maturity,16.4,24.6,27.5,7.39,13.9,Add Nitrogen - Urea (Mild Deficiency) + Add Phosphorus - DAP (Mild Deficiency) + Add Potassium - SOP/MOP (High Deficiency),Growth
Tharparkar,Sandy Loam,Jowar,None,Empty Field,117.2,54.7,118.7,7.91,12.6,Dates,Pre-Sowing
Tharparkar,Sandy,None,Moth bean,Maturity,5.8,11.8,16.7,9.5,4.5,Add Nitrogen - Urea (High Deficiency) + Add Phosphorus - DAP (High Deficiency) + Add Potassium - SOP/MOP (High Deficiency) + Apply Gypsum - Reduce Soil Alkalinity,Growth
Umerkot,Light Sandy,Chilli,None,Empty Field,64.5,19.6,73.8,6.5,15.2,Jowar,Pre-Sowing
